,FIRM GROWTH,ANNUAL SALES,INITIAL SALES,CREDIT ACCESS,_2015_a6b,,,,,,,,,,,,,,,,,,,,
,,400000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,850000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,,2500000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,500000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,,450000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,500000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,7000000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,,1000000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,,1700000000,1400000000,,,,,,,,,,,,,,,,,,,,,,
,,500000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,1500000000,,,,,,,,,,,,,,,,,,,,,,
,,5000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,,3000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,,1E+11,1500000000,,,,,,,,,,,,,,,,,,,,,,
,,7000000000,9000000000,,,,,,,,,,,,,,,,,,,,,,
,,30000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,,20000000000,25000000000,,,,,,,,,,,,,,,,,,,,,,
,,5000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,,60000000000,90000000000,,,,,,,,,,,,,,,,,,,,,,
,,2E+13,2.5E+13,,,,,,,,,,,,,,,,,,,,,,
,,1E+11,150000000,,,,,,,,,,,,,,,,,,,,,,
,,20000000000,22000000000,,,,,,,,,,,,,,,,,,,,,,
,,30000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,,6000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,,1.2E+11,100000000,,,,,,,,,,,,,,,,,,,,,,
,,3E+13,2E+13,,,,,,,,,,,,,,,,,,,,,,
,,3E+11,2E+11,,,,,,,,,,,,,,,,,,,,,,
,,1E+11,1.2E+11,,,,,,,,,,,,,,,,,,,,,,
,,60000000000,70000000000,,,,,,,,,,,,,,,,,,,,,,
,,10000000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,,75000000000,2400000000,,,,,,,,,,,,,,,,,,,,,,
,,15000000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,,24000000000,28000000000,,,,,,,,,,,,,,,,,,,,,,
,,25798000000,24673000000,,,,,,,,,,,,,,,,,,,,,,
,,18872000000,19381000000,,,,,,,,,,,,,,,,,,,,,,
,,38217000000,37492000000,,,,,,,,,,,,,,,,,,,,,,
,,2E+11,Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,,4831000000,5164000000,,,,,,,,,,,,,,,,,,,,,,
,,1E+11,13500000000,,,,,,,,,,,,,,,,,,,,,,
,,1500000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,,8371000000,7966000000,,,,,,,,,,,,,,,,,,,,,,
,,61233000000,61726000000,,,,,,,,,,,,,,,,,,,,,,
,,39000000000,4.1E+11,,,,,,,,,,,,,,,,,,,,,,
,,8238000000,8211000000,,,,,,,,,,,,,,,,,,,,,,
,,18961000000,20384000000,,,,,,,,,,,,,,,,,,,,,,
,,16000000000,14500000000,,,,,,,,,,,,,,,,,,,,,,
,,10000000000,20000000000,,,,,,,,,,,,,,,,,,,,,,
,,1.21097E+13,1.21019E+13,,,,,,,,,,,,,,,,,,,,,,
,,14400000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,,3.12371E+12,3.09382E+12,,,,,,,,,,,,,,,,,,,,,,
,,5E+11,4E+11,,,,,,,,,,,,,,,,,,,,,,
,,7.2E+13,7.15E+14,,,,,,,,,,,,,,,,,,,,,,
,,25000000000,35000000000,,,,,,,,,,,,,,,,,,,,,,
,,35000000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,,600000000,600000000,,,,,,,,,,,,,,,,,,,,,,
,,15000000000,7000000000,,,,,,,,,,,,,,,,,,,,,,
,,6000000000,4500000000,,,,,,,,,,,,,,,,,,,,,,
,,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,,5E+11,4.5E+11,,,,,,,,,,,,,,,,,,,,,,
,,4.00602E+12,4.01081E+12,,,,,,,,,,,,,,,,,,,,,,
,,5E+12,4000000,,,,,,,,,,,,,,,,,,,,,,
,,2004000000,2612000000,,,,,,,,,,,,,,,,,,,,,,
,,9E+12,8E+12,,,,,,,,,,,,,,,,,,,,,,
,,3.1E+11,2.8E+11,,,,,,,,,,,,,,,,,,,,,,
,,2.51241E+13,2.5103E+13,,,,,,,,,,,,,,,,,,,,,,
,,1.4058E+13,1.40548E+13,,,,,,,,,,,,,,,,,,,,,,
,,80100000000,3.06028E+12,,,,,,,,,,,,,,,,,,,,,,
,,8400000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,,60000000000,95000000000,,,,,,,,,,,,,,,,,,,,,,
,,5E+11,4.5E+11,,,,,,,,,,,,,,,,,,,,,,
,,4E+11,3.4E+11,,,,,,,,,,,,,,,,,,,,,,
,,9E+12,6E+12,,,,,,,,,,,,,,,,,,,,,,
,,1.6026E+13,1.59112E+13,,,,,,,,,,,,,,,,,,,,,,
,,3.456E+12,2.721E+12,,,,,,,,,,,,,,,,,,,,,,
,,6E+12,5.3E+12,,,,,,,,,,,,,,,,,,,,,,
,,1.215E+12,1.2E+12,,,,,,,,,,,,,,,,,,,,,,
,,2.592E+12,2.16E+12,,,,,,,,,,,,,,,,,,,,,,
,,1.81211E+13,2.3411E+13,,,,,,,,,,,,,,,,,,,,,,
,,4.323E+12,3.821E+12,,,,,,,,,,,,,,,,,,,,,,
,,1.00802E+12,1.00805E+12,,,,,,,,,,,,,,,,,,,,,,
,,1.00631E+13,1.00631E+13,,,,,,,,,,,,,,,,,,,,,,
,,7E+12,4E+12,,,,,,,,,,,,,,,,,,,,,,
,,5500000000,4900000000,,,,,,,,,,,,,,,,,,,,,,
,,50000000000,45000000000,,,,,,,,,,,,,,,,,,,,,,
,,8000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,,1.5E+12,1E+12,,,,,,,,,,,,,,,,,,,,,,
,,35000000000,29000000000,,,,,,,,,,,,,,,,,,,,,,
,,6E+11,75000000000,,,,,,,,,,,,,,,,,,,,,,
,,7000000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,,3E+11,5E+11,,,,,,,,,,,,,,,,,,,,,,
,,2E+11,1.9E+11,,,,,,,,,,,,,,,,,,,,,,
,,620000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,,22000000000,20000000000,,,,,,,,,,,,,,,,,,,,,,
,,35000000000,35000000000,,,,,,,,,,,,,,,,,,,,,,
,,20000000000,16000000000,,,,,,,,,,,,,,,,,,,,,,
,,1300000000,1300000000,,,,,,,,,,,,,,,,,,,,,,
,,65000000000,75000000000,,,,,,,,,,,,,,,,,,,,,,
,,1500000000,1400000000,,,,,,,,,,,,,,,,,,,,,,
,,74400000000,7355000000,,,,,,,,,,,,,,,,,,,,,,
,,1200000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,,15000000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,,650000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,,1.42E+13,16010241,,,,,,,,,,,,,,,,,,,,,,
,,5000000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,,3E+12,2.5E+12,,,,,,,,,,,,,,,,,,,,,,
,,850000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,,650000000,630000000,,,,,,,,,,,,,,,,,,,,,,
,,82000000000,80000000000,,,,,,,,,,,,,,,,,,,,,,
,,4400000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,,2400000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,,47050000000,56032000,,,,,,,,,,,,,,,,,,,,,,
,,6000000000,500000000,,,,,,,,,,,,,,,,,,,,,,
,,78000000000,74000000000,,,,,,,,,,,,,,,,,,,,,,
,,7000000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,,2E+12,2E+12,,,,,,,,,,,,,,,,,,,,,,
,,950000000,1250000000,,,,,,,,,,,,,,,,,,,,,,
,,75000000000,95000000000,,,,,,,,,,,,,,,,,,,,,,
,,5E+11,7.5E+11,,,,,,,,,,,,,,,,,,,,,,
,,60000000000,50000000000,,,,,,,,,,,,,,,,,,,,,,
,,9.5E+11,7E+11,,,,,,,,,,,,,,,,,,,,,,
,,70000000000,60000000000,,,,,,,,,,,,,,,,,,,,,,
,,6400000000,6500000000,,,,,,,,,,,,,,,,,,,,,,
,,1820000000,1910000000,,,,,,,,,,,,,,,,,,,,,,
,,500000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,,4.7E+11,5E+11,,,,,,,,,,,,,,,,,,,,,,
,,7200000000,18000000000,,,,,,,,,,,,,,,,,,,,,,
,,1000000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,,10000000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,,1.5E+11,1E+11,,,,,,,,,,,,,,,,,,,,,,
,,3000000000,3.5E+12,,,,,,,,,,,,,,,,,,,,,,
,,700000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,,5500000000,7000000000,,,,,,,,,,,,,,,,,,,,,,
,,1500000000,1750000000,,,,,,,,,,,,,,,,,,,,,,
,,7500000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,,4000000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,,30000000000,28500000000,,,,,,,,,,,,,,,,,,,,,,
,,1000000000,800000000,,,,,,,,,,,,,,,,,,,,,,
,,7000000000,6500000000,,,,,,,,,,,,,,,,,,,,,,
,,7.84E+11,6.1E+11,,,,,,,,,,,,,,,,,,,,,,
,,4000000000,4500000000,,,,,,,,,,,,,,,,,,,,,,
,,3.24E+11,30200000000,,,,,,,,,,,,,,,,,,,,,,
,,430000000,310000000,,,,,,,,,,,,,,,,,,,,,,
,,572400000,400000000,,,,,,,,,,,,,,,,,,,,,,
,,300000000,175000000,,,,,,,,,,,,,,,,,,,,,,
,,3500000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,,16000000000,12000000000,,,,,,,,,,,,,,,,,,,,,,
,,9.72108E+12,9.72108E+12,,,,,,,,,,,,,,,,,,,,,,
,,70000000000,50000000000,,,,,,,,,,,,,,,,,,,,,,
,,2E+11,2.7E+11,,,,,,,,,,,,,,,,,,,,,,
,,4500000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,,9000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,,1.15E+11,1.5E+11,,,,,,,,,,,,,,,,,,,,,,
,,1.89E+11,163000000,,,,,,,,,,,,,,,,,,,,,,
,,21200000000,1980000000,,,,,,,,,,,,,,,,,,,,,,
,,62400000000,5100000000,,,,,,,,,,,,,,,,,,,,,,
,,25000000000,2100000000,,,,,,,,,,,,,,,,,,,,,,
,,3E+11,3500000000,,,,,,,,,,,,,,,,,,,,,,
,,84000000000,5400000000,,,,,,,,,,,,,,,,,,,,,,
,,1.57E+11,1530000000,,,,,,,,,,,,,,,,,,,,,,
,,63400000000,5200000000,,,,,,,,,,,,,,,,,,,,,,
,,36000000000,3100000000,,,,,,,,,,,,,,,,,,,,,,
,,1.5E+11,1E+11,,,,,,,,,,,,,,,,,,,,,,
,,1500000000,1300000000,,,,,,,,,,,,,,,,,,,,,,
,,24000000000,2200000000,,,,,,,,,,,,,,,,,,,,,,
,,18000000000,1440000000,,,,,,,,,,,,,,,,,,,,,,
,,20000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,,5400000000,5200000000,,,,,,,,,,,,,,,,,,,,,,
,,1224000000,1105000000,,,,,,,,,,,,,,,,,,,,,,
,,42000000000,3950000000,,,,,,,,,,,,,,,,,,,,,,
,,9600000000,96000000,,,,,,,,,,,,,,,,,,,,,,
,,13800000000,125000000,,,,,,,,,,,,,,,,,,,,,,
,,2880000000,2400000000,,,,,,,,,,,,,,,,,,,,,,
,,1284000000,1100000000,,,,,,,,,,,,,,,,,,,,,,
,,82800000000,7800000000,,,,,,,,,,,,,,,,,,,,,,
,,2619000000,3850000000,,,,,,,,,,,,,,,,,,,,,,
,,2073600000,4100000000,,,,,,,,,,,,,,,,,,,,,,
,,1.8024E+13,1.80231E+13,,,,,,,,,,,,,,,,,,,,,,
,,4.3756E+13,4.36737E+13,,,,,,,,,,,,,,,,,,,,,,
,,15000000000,15000000000,,,,,,,,,,,,,,,,,,,,,,
,,1000000000,1200000000,,,,,,,,,,,,,,,,,,,,,,
,,700000000,700000000,,,,,,,,,,,,,,,,,,,,,,
,,5500000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,,2500000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,,750000000,750000000,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,,22000000000,25000000000,,,,,,,,,,,,,,,,,,,,,,
,,42000000000,45000000000,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,,4.7219E+12,4.52398E+12,,,,,,,,,,,,,,,,,,,,,,
,,350000000,350000000,,,,,,,,,,,,,,,,,,,,,,
,,80000000000,85000000000,,,,,,,,,,,,,,,,,,,,,,
,,2.10321E+13,2.1056E+13,,,,,,,,,,,,,,,,,,,,,,
,,1.5E+12,1.1E+12,,,,,,,,,,,,,,,,,,,,,,
,,12000000000,15000000000,,,,,,,,,,,,,,,,,,,,,,
,,4.00302E+12,4.00113E+12,,,,,,,,,,,,,,,,,,,,,,
,,4000000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,,60000000000,70000000000,,,,,,,,,,,,,,,,,,,,,,
,,82000000000,80000000000,,,,,,,,,,,,,,,,,,,,,,
,,5000000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,,10500000000,10400000000,,,,,,,,,,,,,,,,,,,,,,
,,7800000000,7900000000,,,,,,,,,,,,,,,,,,,,,,
,,3200000000,3400000000,,,,,,,,,,,,,,,,,,,,,,
,,4500000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,,4000000000,4500000000,,,,,,,,,,,,,,,,,,,,,,
,,7500000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,,14000000000,1.4E+12,,,,,,,,,,,,,,,,,,,,,,
,,1700000000,1800000000,,,,,,,,,,,,,,,,,,,,,,
,,5000000000,5200000000,,,,,,,,,,,,,,,,,,,,,,
,,5000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,,400000000,400000000,,,,,,,,,,,,,,,,,,,,,,
,,16000000000,16000000000,,,,,,,,,,,,,,,,,,,,,,
,,3200000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,,6200000000,6200000000,,,,,,,,,,,,,,,,,,,,,,
,,15000000000,15000000000,,,,,,,,,,,,,,,,,,,,,,
,,3000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,,800000000,900000000,,,,,,,,,,,,,,,,,,,,,,
,,1600000000,1700000000,,,,,,,,,,,,,,,,,,,,,,
,,4500000000,4500000000,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,2500000000,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,,4000000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,,2.10765E+13,2.10767E+13,,,,,,,,,,,,,,,,,,,,,,
,,3.20813E+13,3.20813E+13,,,,,,,,,,,,,,,,,,,,,,
,,1.5E+11,1.25E+11,,,,,,,,,,,,,,,,,,,,,,
,,8E+12,7.5E+12,,,,,,,,,,,,,,,,,,,,,,
,,9E+11,43200000,,,,,,,,,,,,,,,,,,,,,,
,,6E+11,4E+11,,,,,,,,,,,,,,,,,,,,,,
,,17160000000,5148000000,,,,,,,,,,,,,,,,,,,,,,
,,3600000000,5000000000,,,,,,,,,,,,,,,,,,,,,,
,,1.5E+11,8000000000,,,,,,,,,,,,,,,,,,,,,,
,,3E+12,3E+12,,,,,,,,,,,,,,,,,,,,,,
,,5.31101E+12,5.31071E+12,,,,,,,,,,,,,,,,,,,,,,
,,7000000000,6500000000,,,,,,,,,,,,,,,,,,,,,,
,,72000000000,6800000000,,,,,,,,,,,,,,,,,,,,,,
,,6E+11,6.5E+11,,,,,,,,,,,,,,,,,,,,,,
,,1.28317E+13,1.28309E+13,,,,,,,,,,,,,,,,,,,,,,
,,1.1E+12,9.6E+11,,,,,,,,,,,,,,,,,,,,,,
,,3.10162E+13,3.10161E+13,,,,,,,,,,,,,,,,,,,,,,
,,3.76505E+12,3.7647E+12,,,,,,,,,,,,,,,,,,,,,,
,,2.1089E+13,2.01738E+13,,,,,,,,,,,,,,,,,,,,,,
,,27000000000,7500000000,,,,,,,,,,,,,,,,,,,,,,
,,3.60734E+13,3.80018E+13,,,,,,,,,,,,,,,,,,,,,,
,,4.18E+13,4.18E+13,,,,,,,,,,,,,,,,,,,,,,
,,2.04101E+12,2.041E+12,,,,,,,,,,,,,,,,,,,,,,
,,1.21636E+12,1.17362E+12,,,,,,,,,,,,,,,,,,,,,,
,,75000000000,1E+14,,,,,,,,,,,,,,,,,,,,,,
,,1E+11,100000000,,,,,,,,,,,,,,,,,,,,,,
,,2.3E+11,2E+11,,,,,,,,,,,,,,,,,,,,,,
,,1.5E+13,1.2E+13,,,,,,,,,,,,,,,,,,,,,,
,,1000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,,5.6E+11,5.12E+11,,,,,,,,,,,,,,,,,,,,,,
,,50000000000,100000000,,,,,,,,,,,,,,,,,,,,,,
,,1.70842E+13,1.70842E+13,,,,,,,,,,,,,,,,,,,,,,
,,2.6094E+13,2.57118E+13,,,,,,,,,,,,,,,,,,,,,,
,,65000000000,70000000000,,,,,,,,,,,,,,,,,,,,,,
,,21000000000,200000000,,,,,,,,,,,,,,,,,,,,,,
,,1.52241E+13,1.51286E+13,,,,,,,,,,,,,,,,,,,,,,
,,1.12E+11,1E+11,,,,,,,,,,,,,,,,,,,,,,
,,72000000000,90000000000,,,,,,,,,,,,,,,,,,,,,,
,,3500000000,3500000000,,,,,,,,,,,,,,,,,,,,,,
,,2E+11,2000000000,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,1950000000,,,,,,,,,,,,,,,,,,,,,,
,,12000000000,9600000000,,,,,,,,,,,,,,,,,,,,,,
,,20000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,,70000000000,65000000000,,,,,,,,,,,,,,,,,,,,,,
,,12000000000,20000000000,,,,,,,,,,,,,,,,,,,,,,
,,1500000000,1400000000,,,,,,,,,,,,,,,,,,,,,,
,,8000000000,6500000000,,,,,,,,,,,,,,,,,,,,,,
,,3000000000,3000000000,,,,,,,,,,,,,,,,,,,,,,
,,10000000000,1000000000,,,,,,,,,,,,,,,,,,,,,,
,,20000000000,2000000000,,,,,,,,,,,,,,,,,,,,,,
,,8000000000,8000000000,,,,,,,,,,,,,,,,,,,,,,
,,4000000000,4000000000,,,,,,,,,,,,,,,,,,,,,,
,,2500000000,2400000000,,,,,,,,,,,,,,,,,,,,,,
,,3000000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,9000000000,7000000000,,,,,,,,,,,,,,,,,,,,,,
,,3000000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,500000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,8500000000,6000000000,,,,,,,,,,,,,,,,,,,,,,
,,3000000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,1800000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,2000000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,5000000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,2500000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,3300000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,2700000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,4700000000,Does not apply,,,,,,,,,,,,,,,,,,,,,,
,,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,,12000000000,10000000000,,,,,,,,,,,,,,,,,,,,,,
,,Don't know (spontaneous),Don't know (spontaneous),,,,,,,,,,,,,,,,,,,,,,
,,14000000000,7500000000,,,,,,,,,,,,,,,,,,,,,,
,,5000000000,25000000000,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
